corpus_id,domain,strategy,chunk_size,embedding_model,threshold,hit_rate_at_1,hit_rate_at_3,hit_rate_at_5,mrr,ndcg_at_5,context_precision
aws_s3,cloud_api,recursive,1024,BAAI/bge-large-en-v1.5,0.9,0.5333333333333333,0.819047619047619,0.8571428571428571,0.6695238095238095,0.7171136767041787,0.19238095238095237
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.9333333333333333,0.9809523809523809,0.9809523809523809,0.9571428571428572,0.9633776073129265,0.8
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.819047619047619,0.9428571428571428,0.9619047619047619,0.882063492063492,0.9024548252818474,0.5714285714285714
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.6952380952380952,0.9047619047619048,0.9523809523809523,0.8003174603174603,0.8387952889819045,0.3657142857142857
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.580952380952381,0.8380952380952381,0.9238095238095239,0.714126984126984,0.7668023555399772,0.25523809523809526
aws_s3,cloud_api,recursive,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.5142857142857142,0.7904761904761904,0.8952380952380953,0.663968253968254,0.7220159234328811,0.21142857142857147
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.7142857142857143,0.9142857142857143,0.9523809523809523,0.8165079365079364,0.8510558527745775,0.5085714285714287
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.6285714285714286,0.8761904761904762,0.9142857142857143,0.7482539682539682,0.7903980409038295,0.3371428571428572
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5619047619047619,0.780952380952381,0.8761904761904762,0.6806349206349207,0.729480160770956,0.2323809523809524
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5047619047619047,0.7523809523809524,0.8380952380952381,0.6342857142857142,0.6854326055319881,0.1942857142857143
aws_s3,cloud_api,semantic,256,sentence-transformers/all-MiniLM-L6-v2,0.9,0.4857142857142857,0.6952380952380952,0.7904761904761904,0.6017460317460317,0.6489451488741832,0.17142857142857143
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,0.5,0.8095238095238095,0.9333333333333333,0.9619047619047619,0.8722222222222223,0.8949561662510791,0.5371428571428571
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,0.6,0.780952380952381,0.9333333333333333,0.9619047619047619,0.857936507936508,0.8844113020674064,0.37714285714285717
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,0.7,0.6571428571428571,0.8285714285714286,0.9047619047619048,0.755079365079365,0.7927105263214163,0.2533333333333333
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,0.8,0.5904761904761905,0.7714285714285715,0.8380952380952381,0.6907936507936507,0.7279510329452074,0.20380952380952383
aws_s3,cloud_api,semantic,256,BAAI/bge-large-en-v1.5,0.9,0.5333333333333333,0.6952380952380952,0.7904761904761904,0.6328571428571428,0.6723424607609093,0.17523809523809522
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,0.5,0.7714285714285715,0.9142857142857143,0.9619047619047619,0.8447619047619048,0.8741707316349642,0.5314285714285715
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,0.6,0.6761904761904762,0.8761904761904762,0.9238095238095239,0.7760317460317459,0.8133214460827587,0.3295238095238096
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.6,0.8,0.8666666666666667,0.7057142857142856,0.7461639138816101,0.22857142857142856
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.5428571428571428,0.7523809523809524,0.819047619047619,0.6517460317460317,0.6937829615006578,0.18857142857142858
aws_s3,cloud_api,semantic,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.49523809523809526,0.6952380952380952,0.7619047619047619,0.6036507936507937,0.643478540132125,0.16761904761904764
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.7428571428571429,0.9333333333333333,0.9714285714285714,0.8376190476190475,0.8715418955376679,0.5390476190476191
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.6666666666666666,0.8857142857142857,0.9428571428571428,0.7715873015873015,0.8145118584645837,0.36571428571428577
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.580952380952381,0.819047619047619,0.8952380952380953,0.7001587301587302,0.7490186453530571,0.25523809523809526
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5142857142857142,0.7714285714285715,0.8571428571428571,0.6453968253968254,0.6984713697836885,0.1980952380952381
aws_s3,cloud_api,semantic,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.49523809523809526,0.7047619047619048,0.7904761904761904,0.6077777777777778,0.653537695914126,0.1676190476190476
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,0.5,0.8666666666666667,0.9714285714285714,0.9809523809523809,0.9150793650793652,0.9318779507911771,0.5752380952380952
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,0.6,0.819047619047619,0.9619047619047619,0.9809523809523809,0.8868253968253967,0.910731684771643,0.4019047619047619
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,0.7,0.7047619047619048,0.8857142857142857,0.9428571428571428,0.7985714285714285,0.8348064275462166,0.2742857142857143
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,0.8,0.6761904761904762,0.8571428571428571,0.9142857142857143,0.7684126984126984,0.8049880489407742,0.22095238095238098
aws_s3,cloud_api,semantic,512,BAAI/bge-large-en-v1.5,0.9,0.6,0.7904761904761904,0.8666666666666667,0.6985714285714285,0.7405158904891108,0.18666666666666665
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.7714285714285715,0.9523809523809523,0.9809523809523809,0.8606349206349205,0.8912497378417308,0.5333333333333332
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.7047619047619048,0.8952380952380953,0.9333333333333333,0.8022222222222223,0.8355231884548494,0.3352380952380953
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.6,0.819047619047619,0.8857142857142857,0.7141269841269842,0.7573520424950416,0.24571428571428572
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.5333333333333333,0.780952380952381,0.8571428571428571,0.662063492063492,0.7111493026319697,0.1980952380952381
aws_s3,cloud_api,semantic,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.4666666666666667,0.6952380952380952,0.780952380952381,0.5898412698412698,0.6378135579129406,0.16952380952380952
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.7238095238095238,0.9238095238095239,0.9714285714285714,0.8263492063492062,0.8630170247142259,0.5561904761904761
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.6476190476190476,0.8857142857142857,0.9428571428571428,0.7673015873015873,0.8116401681664517,0.39619047619047626
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5428571428571428,0.8095238095238095,0.9047619047619048,0.6833333333333333,0.7388124966133082,0.25523809523809526
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.47619047619047616,0.7523809523809524,0.8571428571428571,0.6238095238095238,0.682256366248021,0.2019047619047619
aws_s3,cloud_api,semantic,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.44761904761904764,0.6857142857142857,0.7904761904761904,0.5803174603174602,0.632978156672162,0.1676190476190476
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,0.5,0.8571428571428571,0.9714285714285714,0.9809523809523809,0.9134920634920634,0.930856896131314,0.5828571428571429
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,0.6,0.7904761904761904,0.9714285714285714,0.9809523809523809,0.8785714285714286,0.9050052630020641,0.4000000000000001
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,0.7,0.6952380952380952,0.8952380952380953,0.9333333333333333,0.7963492063492065,0.8311786527485528,0.28190476190476194
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,0.8,0.638095238095238,0.8666666666666667,0.9047619047619048,0.753015873015873,0.7916449909378436,0.22285714285714286
aws_s3,cloud_api,semantic,1024,BAAI/bge-large-en-v1.5,0.9,0.5904761904761905,0.819047619047619,0.8666666666666667,0.703015873015873,0.7443867747222151,0.18857142857142858
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.8095238095238095,0.9714285714285714,0.9809523809523809,0.8849206349206349,0.9095412723898181,0.5657142857142857
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.6761904761904762,0.9047619047619048,0.9333333333333333,0.7844444444444444,0.8223150664811872,0.35238095238095246
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.6,0.8571428571428571,0.9047619047619048,0.7204761904761905,0.766949348497725,0.25523809523809526
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.5238095238095238,0.8095238095238095,0.8476190476190476,0.655079365079365,0.7038541742111382,0.1980952380952381
aws_s3,cloud_api,semantic,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.45714285714285713,0.7238095238095238,0.7714285714285715,0.5844444444444445,0.6317653795261228,0.1676190476190476
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.7047619047619048,0.9238095238095239,0.9333333333333333,0.8082539682539683,0.840415127347817,0.43619047619047624
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.6095238095238096,0.8666666666666667,0.9047619047619048,0.7387301587301587,0.7811001267541708,0.29333333333333333
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5904761904761905,0.8380952380952381,0.8666666666666667,0.7125396825396825,0.7519419714051723,0.22666666666666668
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5428571428571428,0.8,0.8380952380952381,0.672063492063492,0.7144334600875042,0.1961904761904762
aws_s3,cloud_api,structure_aware,256,sentence-transformers/all-MiniLM-L6-v2,0.9,0.49523809523809526,0.7523809523809524,0.7904761904761904,0.6244444444444444,0.6668144124684565,0.17714285714285713
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,0.5,0.9333333333333333,0.9904761904761905,1.0,0.9622222222222222,0.9718238245246841,0.49904761904761913
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,0.6,0.8476190476190476,0.9619047619047619,1.0,0.9080952380952381,0.931139073923049,0.33904761904761915
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,0.7,0.7904761904761904,0.9142857142857143,0.9714285714285714,0.860952380952381,0.8886258036426403,0.25333333333333335
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,0.8,0.7619047619047619,0.8952380952380953,0.9523809523809523,0.8355555555555554,0.8648162798331165,0.21904761904761907
aws_s3,cloud_api,structure_aware,256,BAAI/bge-large-en-v1.5,0.9,0.7238095238095238,0.8571428571428571,0.9047619047619048,0.7934920634920635,0.8213724101984037,0.19619047619047617
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,0.5,0.8952380952380953,0.9714285714285714,0.9904761904761905,0.9365079365079365,0.9502653465823523,0.48380952380952386
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,0.6,0.8095238095238095,0.9523809523809523,0.9714285714285714,0.8809523809523809,0.9041191443714693,0.3333333333333334
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.7714285714285715,0.8857142857142857,0.9523809523809523,0.8399999999999999,0.8680883803601717,0.24952380952380956
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.7333333333333333,0.8571428571428571,0.9238095238095239,0.8050793650793651,0.8347550470268383,0.21904761904761905
aws_s3,cloud_api,structure_aware,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.6952380952380952,0.819047619047619,0.8761904761904762,0.7625396825396825,0.7908938083365173,0.1942857142857143
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.6666666666666666,0.9142857142857143,0.9714285714285714,0.7938095238095237,0.8387731730224091,0.4647619047619047
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.5904761904761905,0.8380952380952381,0.9142857142857143,0.7207936507936509,0.7695391098088408,0.2895238095238095
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5523809523809524,0.7904761904761904,0.8761904761904762,0.6819047619047619,0.7307836484571588,0.22285714285714286
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5142857142857142,0.7428571428571429,0.8380952380952381,0.6409523809523809,0.6903638680158549,0.19238095238095237
aws_s3,cloud_api,structure_aware,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.5142857142857142,0.7142857142857143,0.819047619047619,0.6317460317460318,0.6785155161459795,0.17904761904761907
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,0.5,0.9238095238095239,0.9904761904761905,1.0,0.9574603174603175,0.9683088697967933,0.5123809523809524
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,0.6,0.8666666666666667,0.9809523809523809,1.0,0.9265079365079365,0.9453119681389902,0.34666666666666673
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,0.7,0.7904761904761904,0.9523809523809523,0.9904761904761905,0.870952380952381,0.9011343787689595,0.260952380952381
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,0.8,0.7714285714285715,0.9142857142857143,0.9619047619047619,0.8474603174603175,0.8762472626473837,0.22476190476190477
aws_s3,cloud_api,structure_aware,512,BAAI/bge-large-en-v1.5,0.9,0.7523809523809524,0.8952380952380953,0.9428571428571428,0.8268253968253968,0.8559526935657508,0.20571428571428568
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.8857142857142857,1.0,1.0,0.9396825396825396,0.9553266431972817,0.5161904761904762
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.8095238095238095,0.9809523809523809,0.9809523809523809,0.8920634920634921,0.9151892957823173,0.33904761904761915
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.7523809523809524,0.9333333333333333,0.9523809523809523,0.8428571428571429,0.8710117064122868,0.25142857142857145
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.7333333333333333,0.9047619047619048,0.9428571428571428,0.8201587301587301,0.8512473264560351,0.22095238095238096
aws_s3,cloud_api,structure_aware,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.7142857142857143,0.8761904761904762,0.9238095238095239,0.797142857142857,0.8290455840839442,0.20380952380952383
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.6571428571428571,0.9047619047619048,0.9523809523809523,0.782857142857143,0.8259824201043549,0.46285714285714286
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.5619047619047619,0.8285714285714286,0.8952380952380953,0.6987301587301588,0.7484714974009911,0.2914285714285714
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5238095238095238,0.7904761904761904,0.8571428571428571,0.6569841269841269,0.7074649901821171,0.22095238095238096
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.47619047619047616,0.7333333333333333,0.8285714285714286,0.6107936507936507,0.6653073941723172,0.18666666666666665
aws_s3,cloud_api,structure_aware,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.4666666666666667,0.7142857142857143,0.8,0.5941269841269842,0.6456730483471281,0.1714285714285714
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,0.5,0.8857142857142857,0.9904761904761905,1.0,0.9388888888888889,0.9546664199408378,0.5257142857142857
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,0.6,0.819047619047619,0.9619047619047619,1.0,0.8979365079365079,0.9239228479186203,0.35238095238095246
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,0.7,0.7523809523809524,0.9238095238095239,0.9809523809523809,0.8487301587301588,0.8822391586166175,0.2647619047619048
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,0.8,0.7238095238095238,0.8761904761904762,0.9523809523809523,0.8153968253968255,0.8498533834642734,0.21904761904761907
aws_s3,cloud_api,structure_aware,1024,BAAI/bge-large-en-v1.5,0.9,0.7142857142857143,0.8380952380952381,0.9142857142857143,0.7915873015873016,0.8223030095527079,0.1961904761904762
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.8571428571428571,0.9809523809523809,1.0,0.9206349206349206,0.9409674324326934,0.5257142857142857
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.7619047619047619,0.9619047619047619,0.9809523809523809,0.861904761904762,0.8925532255279336,0.33904761904761915
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.7047619047619048,0.9142857142857143,0.9523809523809523,0.8122222222222222,0.8479582671022948,0.24952380952380956
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.6761904761904762,0.8761904761904762,0.9333333333333333,0.7804761904761903,0.8190874466778417,0.21523809523809526
aws_s3,cloud_api,structure_aware,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.6666666666666666,0.8571428571428571,0.9047619047619048,0.7622222222222222,0.7982061508186388,0.19428571428571428
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.7047619047619048,0.9238095238095239,0.9333333333333333,0.8082539682539683,0.840415127347817,0.43619047619047624
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.6095238095238096,0.8666666666666667,0.9047619047619048,0.7387301587301587,0.7811001267541708,0.29333333333333333
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5904761904761905,0.8380952380952381,0.8666666666666667,0.7125396825396825,0.7519419714051723,0.22666666666666668
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5428571428571428,0.8,0.8380952380952381,0.672063492063492,0.7144334600875042,0.1961904761904762
aws_s3,cloud_api,hybrid,256,sentence-transformers/all-MiniLM-L6-v2,0.9,0.49523809523809526,0.7523809523809524,0.7904761904761904,0.6244444444444444,0.6668144124684565,0.17714285714285713
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,0.5,0.9333333333333333,0.9904761904761905,1.0,0.9622222222222222,0.9718238245246841,0.49904761904761913
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,0.6,0.8476190476190476,0.9619047619047619,1.0,0.9080952380952381,0.931139073923049,0.33904761904761915
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,0.7,0.7904761904761904,0.9142857142857143,0.9714285714285714,0.860952380952381,0.8886258036426403,0.25333333333333335
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,0.8,0.7619047619047619,0.8952380952380953,0.9523809523809523,0.8355555555555554,0.8648162798331165,0.21904761904761907
aws_s3,cloud_api,hybrid,256,BAAI/bge-large-en-v1.5,0.9,0.7238095238095238,0.8571428571428571,0.9047619047619048,0.7934920634920635,0.8213724101984037,0.19619047619047617
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,0.5,0.8952380952380953,0.9714285714285714,0.9904761904761905,0.9365079365079365,0.9502653465823523,0.48380952380952386
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,0.6,0.8095238095238095,0.9523809523809523,0.9714285714285714,0.8809523809523809,0.9041191443714693,0.3333333333333334
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,0.7,0.7714285714285715,0.8857142857142857,0.9523809523809523,0.8399999999999999,0.8680883803601717,0.24952380952380956
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,0.8,0.7333333333333333,0.8571428571428571,0.9238095238095239,0.8050793650793651,0.8347550470268383,0.21904761904761905
aws_s3,cloud_api,hybrid,256,nomic-ai/nomic-embed-text-v1.5,0.9,0.6952380952380952,0.819047619047619,0.8761904761904762,0.7625396825396825,0.7908938083365173,0.1942857142857143
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,0.5,0.6666666666666666,0.9142857142857143,0.9714285714285714,0.7938095238095237,0.8387731730224091,0.4647619047619047
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,0.6,0.5904761904761905,0.8380952380952381,0.9142857142857143,0.7207936507936509,0.7695391098088408,0.2895238095238095
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5523809523809524,0.7904761904761904,0.8761904761904762,0.6819047619047619,0.7307836484571588,0.22285714285714286
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,0.8,0.5142857142857142,0.7428571428571429,0.8380952380952381,0.6409523809523809,0.6903638680158549,0.19238095238095237
aws_s3,cloud_api,hybrid,512,sentence-transformers/all-MiniLM-L6-v2,0.9,0.5142857142857142,0.7142857142857143,0.819047619047619,0.6317460317460318,0.6785155161459795,0.17904761904761907
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,0.5,0.9238095238095239,0.9904761904761905,1.0,0.9574603174603175,0.9683088697967933,0.5123809523809524
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,0.6,0.8666666666666667,0.9809523809523809,1.0,0.9265079365079365,0.9453119681389902,0.34666666666666673
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,0.7,0.7904761904761904,0.9523809523809523,0.9904761904761905,0.870952380952381,0.9011343787689595,0.260952380952381
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,0.8,0.7714285714285715,0.9142857142857143,0.9619047619047619,0.8474603174603175,0.8762472626473837,0.22476190476190477
aws_s3,cloud_api,hybrid,512,BAAI/bge-large-en-v1.5,0.9,0.7523809523809524,0.8952380952380953,0.9428571428571428,0.8268253968253968,0.8559526935657508,0.20571428571428568
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,0.5,0.8857142857142857,1.0,1.0,0.9396825396825396,0.9553266431972817,0.5161904761904762
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,0.6,0.8095238095238095,0.9809523809523809,0.9809523809523809,0.8920634920634921,0.9151892957823173,0.33904761904761915
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,0.7,0.7523809523809524,0.9333333333333333,0.9523809523809523,0.8428571428571429,0.8710117064122868,0.25142857142857145
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,0.8,0.7333333333333333,0.9047619047619048,0.9428571428571428,0.8201587301587301,0.8512473264560351,0.22095238095238096
aws_s3,cloud_api,hybrid,512,nomic-ai/nomic-embed-text-v1.5,0.9,0.7142857142857143,0.8761904761904762,0.9238095238095239,0.797142857142857,0.8290455840839442,0.20380952380952383
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,0.5,0.6571428571428571,0.9047619047619048,0.9523809523809523,0.782857142857143,0.8259824201043549,0.46285714285714286
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,0.6,0.5619047619047619,0.8285714285714286,0.8952380952380953,0.6987301587301588,0.7484714974009911,0.2914285714285714
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,0.7,0.5238095238095238,0.7904761904761904,0.8571428571428571,0.6569841269841269,0.7074649901821171,0.22095238095238096
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,0.8,0.47619047619047616,0.7333333333333333,0.8285714285714286,0.6107936507936507,0.6653073941723172,0.18666666666666665
aws_s3,cloud_api,hybrid,1024,sentence-transformers/all-MiniLM-L6-v2,0.9,0.4666666666666667,0.7142857142857143,0.8,0.5941269841269842,0.6456730483471281,0.1714285714285714
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,0.5,0.8857142857142857,0.9904761904761905,1.0,0.9388888888888889,0.9546664199408378,0.5257142857142857
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,0.6,0.819047619047619,0.9619047619047619,1.0,0.8979365079365079,0.9239228479186203,0.35238095238095246
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,0.7,0.7523809523809524,0.9238095238095239,0.9809523809523809,0.8487301587301588,0.8822391586166175,0.2647619047619048
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,0.8,0.7238095238095238,0.8761904761904762,0.9523809523809523,0.8153968253968255,0.8498533834642734,0.21904761904761907
aws_s3,cloud_api,hybrid,1024,BAAI/bge-large-en-v1.5,0.9,0.7142857142857143,0.8380952380952381,0.9142857142857143,0.7915873015873016,0.8223030095527079,0.1961904761904762
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,0.5,0.8571428571428571,0.9809523809523809,1.0,0.9206349206349206,0.9409674324326934,0.5257142857142857
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,0.6,0.7619047619047619,0.9619047619047619,0.9809523809523809,0.861904761904762,0.8925532255279336,0.33904761904761915
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,0.7,0.7047619047619048,0.9142857142857143,0.9523809523809523,0.8122222222222222,0.8479582671022948,0.24952380952380956
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,0.8,0.6761904761904762,0.8761904761904762,0.9333333333333333,0.7804761904761903,0.8190874466778417,0.21523809523809526
aws_s3,cloud_api,hybrid,1024,nomic-ai/nomic-embed-text-v1.5,0.9,0.6666666666666666,0.8571428571428571,0.9047619047619048,0.7622222222222222,0.7982061508186388,0.19428571428571428
azure_blob,cloud_api,fixed_size,256,sentence-transformers/all-MiniLM-L6-v2,0.5,0.85,0.96,0.97,0.8991666666666666,0.9171625507950213,0.524
azure_blob,cloud_api,fixed_size,256,sentence-transformers/all-MiniLM-L6-v2,0.6,0.7,0.86,0.91,0.7765,0.8098224356368946,0.332
azure_blob,cloud_api,fixed_size,256,sentence-transformers/all-MiniLM-L6-v2,0.7,0.58,0.76,0.82,0.6673333333333333,0.7054384987533432,0.21399999999999994
azure_blob,cloud_api,fixed_size,256,sentence-transformers/all-MiniLM-L6-v2,0.8,0.51,0.69,0.74,0.5965,0.6324410307083238,0.16999999999999996
